Indication (ICD-10)	Indication name	Drug (RxNorm)	Drug name	Outcome (ICD-10)	Outcome name	Average ACME	P-value	Proportion mediated	Cohort
R73.9	Hyperglycemia, unspecified	51428	insulin, aspart, human	G24	Dystonia	7.6e-05	2e-16	-0.0316	MIMIC-IV
R73.9	Hyperglycemia, unspecified	314684	insulin, protamine lispro, human	G24	Dystonia	7.6e-05	2e-16	-0.0316	MIMIC-IV
R73.9	Hyperglycemia, unspecified	253182	insulin (human)	G24	Dystonia	7.6e-05	2e-16	-0.0316	MIMIC-IV
R73.9	Hyperglycemia, unspecified	631657	insulin human, rdna origin	G24	Dystonia	7.6e-05	2e-16	-0.0316	MIMIC-IV
R73.9	Hyperglycemia, unspecified	1605101	insulin, isophane	G24	Dystonia	7.6e-05	2e-16	-0.0316	MIMIC-IV
R73.9	Hyperglycemia, unspecified	221110	ultralente insulin, human	G24	Dystonia	7.6e-05	2e-16	-0.0316	MIMIC-IV
R73.9	Hyperglycemia, unspecified	352385	insulin, aspart protamine, human	G24	Dystonia	7.6e-05	2e-16	-0.0316	MIMIC-IV
R73.9	Hyperglycemia, unspecified	51428	insulin, aspart, human	G24	Dystonia	7.6e-05	2e-16	-0.0316	MIMIC-IV
R73.9	Hyperglycemia, unspecified	314684	insulin, protamine lispro, human	G24	Dystonia	7.6e-05	2e-16	-0.0316	MIMIC-IV
R73.9	Hyperglycemia, unspecified	253182	insulin (human)	G24	Dystonia	7.6e-05	2e-16	-0.0316	MIMIC-IV
R73.9	Hyperglycemia, unspecified	631657	insulin human, rdna origin	G24	Dystonia	7.6e-05	2e-16	-0.0316	MIMIC-IV
R73.9	Hyperglycemia, unspecified	1605101	insulin, isophane	G24	Dystonia	7.6e-05	2e-16	-0.0316	MIMIC-IV
R73.9	Hyperglycemia, unspecified	221110	ultralente insulin, human	G24	Dystonia	7.6e-05	2e-16	-0.0316	MIMIC-IV
R73.9	Hyperglycemia, unspecified	352385	insulin, aspart protamine, human	G24	Dystonia	7.6e-05	2e-16	-0.0316	MIMIC-IV
R73.9	Hyperglycemia, unspecified	51428	insulin, aspart, human	G24	Dystonia	7.6e-05	2e-16	-0.0316	MIMIC-IV
R73.9	Hyperglycemia, unspecified	314684	insulin, protamine lispro, human	G24	Dystonia	7.6e-05	2e-16	-0.0316	MIMIC-IV
R73.9	Hyperglycemia, unspecified	253182	insulin (human)	G24	Dystonia	7.6e-05	2e-16	-0.0316	MIMIC-IV
R73.9	Hyperglycemia, unspecified	631657	insulin human, rdna origin	G24	Dystonia	7.6e-05	2e-16	-0.0316	MIMIC-IV
R73.9	Hyperglycemia, unspecified	1605101	insulin, isophane	G24	Dystonia	7.6e-05	2e-16	-0.0316	MIMIC-IV
R73.9	Hyperglycemia, unspecified	221110	ultralente insulin, human	G24	Dystonia	7.6e-05	2e-16	-0.0316	MIMIC-IV
R73.9	Hyperglycemia, unspecified	352385	insulin, aspart protamine, human	G24	Dystonia	7.6e-05	2e-16	-0.0316	MIMIC-IV
R73.9	Hyperglycemia, unspecified	51428	insulin, aspart, human	G24	Dystonia	7.6e-05	2e-16	-0.0316	MIMIC-IV
R73.9	Hyperglycemia, unspecified	314684	insulin, protamine lispro, human	G24	Dystonia	7.6e-05	2e-16	-0.0316	MIMIC-IV
R73.9	Hyperglycemia, unspecified	253182	insulin (human)	G24	Dystonia	7.6e-05	2e-16	-0.0316	MIMIC-IV
R73.9	Hyperglycemia, unspecified	631657	insulin human, rdna origin	G24	Dystonia	7.6e-05	2e-16	-0.0316	MIMIC-IV
R73.9	Hyperglycemia, unspecified	1605101	insulin, isophane	G24	Dystonia	7.6e-05	2e-16	-0.0316	MIMIC-IV
R73.9	Hyperglycemia, unspecified	221110	ultralente insulin, human	G24	Dystonia	7.6e-05	2e-16	-0.0316	MIMIC-IV
R73.9	Hyperglycemia, unspecified	352385	insulin, aspart protamine, human	G24	Dystonia	7.6e-05	2e-16	-0.0316	MIMIC-IV
R73.9	Hyperglycemia, unspecified	51428	insulin, aspart, human	G24	Dystonia	7.6e-05	2e-16	-0.0316	MIMIC-IV
R73.9	Hyperglycemia, unspecified	314684	insulin, protamine lispro, human	G24	Dystonia	7.6e-05	2e-16	-0.0316	MIMIC-IV
R73.9	Hyperglycemia, unspecified	253182	insulin (human)	G24	Dystonia	7.6e-05	2e-16	-0.0316	MIMIC-IV
R73.9	Hyperglycemia, unspecified	631657	insulin human, rdna origin	G24	Dystonia	7.6e-05	2e-16	-0.0316	MIMIC-IV
R73.9	Hyperglycemia, unspecified	1605101	insulin, isophane	G24	Dystonia	7.6e-05	2e-16	-0.0316	MIMIC-IV
R73.9	Hyperglycemia, unspecified	221110	ultralente insulin, human	G24	Dystonia	7.6e-05	2e-16	-0.0316	MIMIC-IV
R73.9	Hyperglycemia, unspecified	352385	insulin, aspart protamine, human	G24	Dystonia	7.6e-05	2e-16	-0.0316	MIMIC-IV
A42	Actinomycosis	723	amoxicillin	G93.2	Pseudotumor	7.56e-05	2e-16	-0.0445	MIMIC-IV
K51	Ulcerative colitis	8640	prednisone	I33.9	Acute endocarditis NOS	7.51e-05	0.002	-0.0167	MIMIC-IV
I25.10	Atherosclerotic heart disease NOS	83367	atorvastatin	I50.84	Stage D heart failure	7.5e-05	0.008	0.0371	MIMIC-IV
I10	high blood pressure	5470	hydralazine	D61.9	Medullary hypoplasia	7.48e-05	0.004	-0.0213	MIMIC-IV
I22	cardiac infarction	321208	fondaparinux	I46	Cardiac arrest	7.48e-05	2e-16	-0.0101	MIMIC-IV
J44.9	Chronic obstructive lung disease NOS	161	acetaminophen	S12.1	Axis	7.32e-05	0.002	5.91	MIMIC-IV
I49.01	Ventricular fibrillation	49737	esmolol	I46	Cardiac arrest	7.31e-05	2e-16	-0.000144	MIMIC-IV
N08	Nephritis	3628	dopamine	N04	lipoid nephrosis	7.27e-05	2e-16	0.0765	MIMIC-IV
I22	cardiac infarction	83367	atorvastatin	G24	Dystonia	7.22e-05	0.022	-0.0405	MIMIC-IV
A42	Actinomycosis	723	amoxicillin	K37	Unspecified appendicitis	7.21e-05	2e-16	-0.0459	MIMIC-IV
E16.1	Other hypoglycemia	4850	glucose	G62.9	Neuropathy NOS	7.12e-05	2e-16	-0.00165	UKB
I10	high blood pressure	1202	atenolol	M31.1	Thrombotic microangiopathy	7.11e-05	2e-16	-0.075	UKB
N12	Pyelitis NOS	20481	cefepime	N19	Uremia NOS	7.1e-05	2e-16	0.326	MIMIC-IV
N08	Nephritis	83818	irbesartan	I15	Secondary hypertension	7.03e-05	0.012	-0.000401	MIMIC-IV
J44.9	Chronic obstructive lung disease NOS	161	acetaminophen	D75.1	Polycythemia NOS	6.99e-05	2e-16	-6.95	MIMIC-IV
E11	diabetes NOS	4815	glibenclamide	N17.9	Acute renal failure, unspecified	6.9e-05	0.006	-0.000364	UKB
I22	cardiac infarction	7396	nicardipine	I42.0	Dilated cardiomyopathy	6.87e-05	0.008	-0.00369	MIMIC-IV
K50	granulomatous enteritis	9524	sulfasalazine	N36.0	Urethral fistula	6.85e-05	0.026	-0.0221	UKB
G40.909	Epilepsy NOS	6470	lorazepam	K05.1	Chronic gingivitis	6.85e-05	0.016	-0.215	MIMIC-IV
I63	Cerebral infarction	5224	heparin	R48.8	Agraphia	6.83e-05	2e-16	0.133	MIMIC-IV
I10	high blood pressure	4316	felodipine	I42.0	Dilated cardiomyopathy	6.76e-05	0.006	-0.00468	UKB
N18.9	Chronic uremia NOS	6918	metoprolol	E21.2	Other hyperparathyroidism	6.75e-05	0.022	0.066	MIMIC-IV
I21	cardiac infarction	7396	nicardipine	I49.01	Ventricular fibrillation	6.73e-05	0.024	-0.0198	MIMIC-IV
I10	high blood pressure	5764	indapamide	I21	cardiac infarction	6.72e-05	0.006	-0.000527	UKB
I70	atheroma	301542	rosuvastatin	I71.9	Aneurysm of aorta	6.7e-05	0.014	-0.0335	MIMIC-IV
I10	high blood pressure	4603	furosemide	I67.82	Cerebral ischemia	6.67e-05	2e-16	-0.063	MIMIC-IV
C80.1	Cancer NOS	5552	hydroxyurea	D70	Neutropenia	6.65e-05	0.004	-0.0019	MIMIC-IV
I25.10	Atherosclerotic heart disease NOS	4719	gemfibrozil	I49.01	Ventricular fibrillation	6.61e-05	0.004	-0.273	MIMIC-IV
N19	Uremia NOS	6918	metoprolol	D69.1	Thrombocytopathy	6.57e-05	0.016	-0.162	MIMIC-IV
A32	Listeriosis	723	amoxicillin	G00	bacterial meningitis	6.53e-05	0.002	0.014	MIMIC-IV
B20	AIDS-related complex [ARC]	4450	fluconazole	E05.9	Hyperthyroidism NOS	6.51e-05	2e-16	-0.0442	MIMIC-IV
C85.9	Lymphoma NOS	11198	vinblastine	N17	Acute renal failure	6.46e-05	2e-16	-0.000182	MIMIC-IV
I22	cardiac infarction	301542	rosuvastatin	I51.4	Myocarditis NOS	6.38e-05	2e-16	-0.0338	MIMIC-IV
I25.10	Atherosclerotic heart disease NOS	4719	gemfibrozil	I20.9	Angina NOS	6.36e-05	0.002	0.00935	MIMIC-IV
I26	Pulmonary embolism	1114195	rivaroxaban	G93.2	Pseudotumor	6.28e-05	0.026	-0.0249	MIMIC-IV
E11	diabetes NOS	4821	glipizide	E75	Disord of sphingolipid metab and oth lipid storage disorders	6.15e-05	2e-16	-0.0141	UKB
K74.60	Cirrhosis (of liver) NOS	85762	ritonavir	I86.4	Gastric varices	6.14e-05	0.016	0.00591	MIMIC-IV
I21	cardiac infarction	7396	nicardipine	I51.9	Heart disease, unspecified	6.11e-05	0.002	-0.0213	MIMIC-IV
A32	Listeriosis	723	amoxicillin	I33.9	Acute endocarditis NOS	6.03e-05	2e-16	0.0224	MIMIC-IV
I25.10	Atherosclerotic heart disease NOS	4719	gemfibrozil	I20.8	Stenocardia	5.97e-05	2e-16	0.00712	MIMIC-IV
J44.9	Chronic obstructive lung disease NOS	161	acetaminophen	I73.89	Acrocyanosis	5.94e-05	2e-16	-0.0143	MIMIC-IV
I10	high blood pressure	9997	spironolactone	M31.1	Thrombotic microangiopathy	5.91e-05	2e-16	-0.096	MIMIC-IV
E78.5	Hyperlipidemia, unspecified	2685	colestipol	E87	Other disorders of fluid, electrolyte and acid-base balance	5.91e-05	0.01	0.00285	MIMIC-IV
I10	high blood pressure	37798	terazosin	I71.9	Aneurysm of aorta	5.9e-05	2e-16	-0.00988	UKB
E11	diabetes NOS	4821	glipizide	E87.5	Hyperkalemia	5.88e-05	0.022	-0.000868	UKB
I10	high blood pressure	19484	bisoprolol	M31.1	Thrombotic microangiopathy	5.88e-05	2e-16	-0.0471	UKB
E11	diabetes NOS	4821	glipizide	E72	Other disorders of amino-acid metabolism	5.87e-05	0.002	-0.0169	UKB
C80.1	Cancer NOS	1622	bleomycin	I10	high blood pressure	5.82e-05	2e-16	-0.000145	MIMIC-IV
N28.9	Nephropathy NOS	644	amiloride	E87.7	Fluid overload	5.72e-05	0.002	-0.000868	MIMIC-IV
E16.1	Other hypoglycemia	4850	glucose	I50.9	Congestive heart disease	5.71e-05	2e-16	-0.000686	UKB
K51	Ulcerative colitis	9524	sulfasalazine	M45	Ankylosing spondylitis	5.71e-05	0.016	-0.00346	UKB
I10	high blood pressure	136411	sildenafil	I11	Hypertensive heart disease	5.65e-05	2e-16	-0.0856	UKB
I10	high blood pressure	5470	hydralazine	H93.1	Tinnitus	5.63e-05	0.008	-0.0178	MIMIC-IV
I26	Pulmonary embolism	5224	heparin	J94.2	Hemothorax	5.6e-05	0.018	-0.0284	MIMIC-IV
K21.9	Esophageal reflux NOS	6579	magnesium chloride	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	1426853	magnesium cation	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	236741	magnesium sulfate heptahydrate	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	215976	magnesium, chelated	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	29170	magnesium trisilicate	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	142131	magnesium aspartate	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	283578	magnesium malate	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	29155	magnesium carbonate	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	214688	magnesium lactate	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	139233	magnesium orotate	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	314718	magnesium acetate	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	52356	magnesium citrate	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	6574	magnesium	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	6581	magnesium hydroxide	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	6585	magnesium sulfate	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	52358	magnesium gluconate	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	6582	magnesium oxide	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	6579	magnesium chloride	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	1426853	magnesium cation	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	236741	magnesium sulfate heptahydrate	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	215976	magnesium, chelated	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	29170	magnesium trisilicate	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	142131	magnesium aspartate	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	283578	magnesium malate	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	29155	magnesium carbonate	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	214688	magnesium lactate	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	139233	magnesium orotate	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	314718	magnesium acetate	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	52356	magnesium citrate	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	6574	magnesium	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	6581	magnesium hydroxide	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	6585	magnesium sulfate	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	52358	magnesium gluconate	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	6582	magnesium oxide	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	6579	magnesium chloride	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	1426853	magnesium cation	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	236741	magnesium sulfate heptahydrate	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	215976	magnesium, chelated	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	29170	magnesium trisilicate	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	142131	magnesium aspartate	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	283578	magnesium malate	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	29155	magnesium carbonate	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	214688	magnesium lactate	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	139233	magnesium orotate	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	314718	magnesium acetate	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	52356	magnesium citrate	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	6574	magnesium	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	6581	magnesium hydroxide	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	6585	magnesium sulfate	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	52358	magnesium gluconate	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
K21.9	Esophageal reflux NOS	6582	magnesium oxide	C15.5	Lower third of esophagus	5.6e-05	0.006	0.875	MIMIC-IV
E05.9	Hyperthyroidism NOS	59203	potassium chlorate	I10	high blood pressure	5.56e-05	2e-16	-0.000112	UKB
E05.9	Hyperthyroidism NOS	89903	potassium gluconate	I10	high blood pressure	5.56e-05	2e-16	-0.000112	UKB
E05.9	Hyperthyroidism NOS	314797	potassium lactate	I10	high blood pressure	5.56e-05	2e-16	-0.000112	UKB
E05.9	Hyperthyroidism NOS	8604	potassium permanganate	I10	high blood pressure	5.56e-05	2e-16	-0.000112	UKB
E05.9	Hyperthyroidism NOS	34316	potassium nitrate	I10	high blood pressure	5.56e-05	2e-16	-0.000112	UKB
E05.9	Hyperthyroidism NOS	34311	potassium hydroxide	I10	high blood pressure	5.56e-05	2e-16	-0.000112	UKB
E05.9	Hyperthyroidism NOS	8591	potassium chloride	I10	high blood pressure	5.56e-05	2e-16	-0.000112	UKB
E05.9	Hyperthyroidism NOS	236907	potassium sulfide	I10	high blood pressure	5.56e-05	2e-16	-0.000112	UKB
E05.9	Hyperthyroidism NOS	1318915	potassium ion	I10	high blood pressure	5.56e-05	2e-16	-0.000112	UKB
E05.9	Hyperthyroidism NOS	259277	potassium,chelated	I10	high blood pressure	5.56e-05	2e-16	-0.000112	UKB
E05.9	Hyperthyroidism NOS	8597	potassium iodide	I10	high blood pressure	5.56e-05	2e-16	-0.000112	UKB
E05.9	Hyperthyroidism NOS	34299	potassium bromide	I10	high blood pressure	5.56e-05	2e-16	-0.000112	UKB
E05.9	Hyperthyroidism NOS	55018	dibasic potassium phosphate	I10	high blood pressure	5.56e-05	2e-16	-0.000112	UKB
E05.9	Hyperthyroidism NOS	34322	potassium phosphate	I10	high blood pressure	5.56e-05	2e-16	-0.000112	UKB
E05.9	Hyperthyroidism NOS	8606	potassium sorbate	I10	high blood pressure	5.56e-05	2e-16	-0.000112	UKB
E05.9	Hyperthyroidism NOS	54993	potassium citrate	I10	high blood pressure	5.56e-05	2e-16	-0.000112	UKB
E05.9	Hyperthyroidism NOS	34296	potassium bicarbonate	I10	high blood pressure	5.56e-05	2e-16	-0.000112	UKB
E05.9	Hyperthyroidism NOS	54987	potassium acetate	I10	high blood pressure	5.56e-05	2e-16	-0.000112	UKB
E05.9	Hyperthyroidism NOS	34323	potassium sulfate	I10	high blood pressure	5.56e-05	2e-16	-0.000112	UKB
E05.9	Hyperthyroidism NOS	223779	potassium bitartrate	I10	high blood pressure	5.56e-05	2e-16	-0.000112	UKB
E05.9	Hyperthyroidism NOS	214427	citric acid / potassium citrate	I10	high blood pressure	5.56e-05	2e-16	-0.000112	UKB
E05.9	Hyperthyroidism NOS	34318	potassium perchlorate	I10	high blood pressure	5.56e-05	2e-16	-0.000112	UKB
I21	cardiac infarction	7396	nicardipine	I50.81	Right heart failure	5.55e-05	0.01	-0.00407	MIMIC-IV
I10	high blood pressure	1998	captopril	N19	Uremia NOS	5.53e-05	2e-16	-0.00155	UKB
B44	aspergilloma	282446	posaconazole	G82.2	Paraplegia	5.53e-05	0.01	-0.0104	MIMIC-IV
I21	cardiac infarction	49737	esmolol	I72	Other aneurysm	5.52e-05	2e-16	-0.00332	MIMIC-IV
I21	cardiac infarction	3443	diltiazem	I51.4	Myocarditis NOS	5.51e-05	2e-16	-0.0375	MIMIC-IV
I21	cardiac infarction	214507	Diltiazem / Enalapril	I51.4	Myocarditis NOS	5.51e-05	2e-16	-0.0375	MIMIC-IV
C85.9	Lymphoma NOS	24698	fludarabine	N17	Acute renal failure	5.48e-05	0.008	-0.000152	MIMIC-IV
I22	cardiac infarction	7646	omeprazole	G24	Dystonia	5.47e-05	2e-16	-0.0297	MIMIC-IV
J44.9	Chronic obstructive lung disease NOS	3498	diphenhydramine	M79.3	Panniculitis, unspecified	5.45e-05	0.008	-0.045	MIMIC-IV
J44.9	Chronic obstructive lung disease NOS	1158452	diphenhydramine topical product	M79.3	Panniculitis, unspecified	5.45e-05	0.008	-0.045	MIMIC-IV
E11	diabetes NOS	4821	glipizide	G93.9	Disorder of brain, unspecified	5.44e-05	0.016	-0.00211	UKB
N28.9	Nephropathy NOS	1165359	minoxidil topical product	D64.9	Anemia, unspecified	5.33e-05	2e-16	-0.000235	MIMIC-IV
N28.9	Nephropathy NOS	6984	minoxidil	D64.9	Anemia, unspecified	5.33e-05	2e-16	-0.000235	MIMIC-IV
K26	Duodenal ulcer	723	amoxicillin	K31.1	Pyloric stenosis NOS	5.3e-05	2e-16	-0.0318	MIMIC-IV
I22	cardiac infarction	20352	carvedilol	I49.01	Ventricular fibrillation	5.3e-05	0.012	-0.0477	MIMIC-IV
K21.9	Esophageal reflux NOS	4278	famotidine	J84.116	Cryptogenic organizing pneumonia	5.25e-05	2e-16	0.288	MIMIC-IV
K59.0	Constipation	6579	magnesium chloride	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	1426853	magnesium cation	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	236741	magnesium sulfate heptahydrate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	215976	magnesium, chelated	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	29170	magnesium trisilicate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	142131	magnesium aspartate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	283578	magnesium malate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	29155	magnesium carbonate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	214688	magnesium lactate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	139233	magnesium orotate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	314718	magnesium acetate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	52356	magnesium citrate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	6574	magnesium	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	6581	magnesium hydroxide	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	6585	magnesium sulfate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	52358	magnesium gluconate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	6582	magnesium oxide	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	6579	magnesium chloride	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	1426853	magnesium cation	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	236741	magnesium sulfate heptahydrate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	215976	magnesium, chelated	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	29170	magnesium trisilicate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	142131	magnesium aspartate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	283578	magnesium malate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	29155	magnesium carbonate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	214688	magnesium lactate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	139233	magnesium orotate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	314718	magnesium acetate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	52356	magnesium citrate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	6574	magnesium	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	6581	magnesium hydroxide	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	6585	magnesium sulfate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	52358	magnesium gluconate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	6582	magnesium oxide	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	6579	magnesium chloride	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	1426853	magnesium cation	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	236741	magnesium sulfate heptahydrate	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
K59.0	Constipation	215976	magnesium, chelated	G83.4	Cauda equina syndrome	5.24e-05	0.002	-0.103	MIMIC-IV
