Indication (ICD-10)	Indication name	Drug (RxNorm)	Drug name	Outcome (ICD-10)	Outcome name	Average ACME	P-value	Proportion mediated	Cohort
E10	Type 1 diabetes mellitus	1605101	insulin, isophane	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	352385	insulin, aspart protamine, human	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	51428	insulin, aspart, human	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	253182	insulin (human)	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	139825	insulin detemir	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	1670007	insulin degludec	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	631657	insulin human, rdna origin	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	86009	insulin lispro	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	221110	ultralente insulin, human	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	274783	insulin glargine	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	314683	insulin, zinc, human	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	400008	insulin glulisine	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	314684	insulin, protamine lispro, human	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	1605101	insulin, isophane	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	352385	insulin, aspart protamine, human	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	51428	insulin, aspart, human	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	253182	insulin (human)	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	139825	insulin detemir	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	1670007	insulin degludec	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	631657	insulin human, rdna origin	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	86009	insulin lispro	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	221110	ultralente insulin, human	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	274783	insulin glargine	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	314683	insulin, zinc, human	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	400008	insulin glulisine	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	314684	insulin, protamine lispro, human	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	1605101	insulin, isophane	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	352385	insulin, aspart protamine, human	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	51428	insulin, aspart, human	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	253182	insulin (human)	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	139825	insulin detemir	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	1670007	insulin degludec	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	631657	insulin human, rdna origin	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	86009	insulin lispro	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	221110	ultralente insulin, human	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	274783	insulin glargine	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	314683	insulin, zinc, human	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	400008	insulin glulisine	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	314684	insulin, protamine lispro, human	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	1605101	insulin, isophane	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	352385	insulin, aspart protamine, human	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	51428	insulin, aspart, human	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	253182	insulin (human)	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	139825	insulin detemir	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	1670007	insulin degludec	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	631657	insulin human, rdna origin	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	86009	insulin lispro	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	221110	ultralente insulin, human	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	274783	insulin glargine	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	314683	insulin, zinc, human	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	400008	insulin glulisine	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	314684	insulin, protamine lispro, human	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	1605101	insulin, isophane	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	352385	insulin, aspart protamine, human	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	51428	insulin, aspart, human	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	253182	insulin (human)	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	139825	insulin detemir	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	1670007	insulin degludec	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	631657	insulin human, rdna origin	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	86009	insulin lispro	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	221110	ultralente insulin, human	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	274783	insulin glargine	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	314683	insulin, zinc, human	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	400008	insulin glulisine	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	314684	insulin, protamine lispro, human	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	1605101	insulin, isophane	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	352385	insulin, aspart protamine, human	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	51428	insulin, aspart, human	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	253182	insulin (human)	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	139825	insulin detemir	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	1670007	insulin degludec	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	631657	insulin human, rdna origin	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	86009	insulin lispro	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	221110	ultralente insulin, human	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	274783	insulin glargine	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	314683	insulin, zinc, human	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	400008	insulin glulisine	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	314684	insulin, protamine lispro, human	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	1605101	insulin, isophane	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	352385	insulin, aspart protamine, human	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	51428	insulin, aspart, human	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	253182	insulin (human)	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	139825	insulin detemir	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	1670007	insulin degludec	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	631657	insulin human, rdna origin	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	86009	insulin lispro	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	221110	ultralente insulin, human	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	274783	insulin glargine	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	314683	insulin, zinc, human	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	400008	insulin glulisine	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	314684	insulin, protamine lispro, human	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	1605101	insulin, isophane	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	352385	insulin, aspart protamine, human	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	51428	insulin, aspart, human	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	253182	insulin (human)	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	139825	insulin detemir	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	1670007	insulin degludec	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	631657	insulin human, rdna origin	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	86009	insulin lispro	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	221110	ultralente insulin, human	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	274783	insulin glargine	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	314683	insulin, zinc, human	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	400008	insulin glulisine	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
E10	Type 1 diabetes mellitus	314684	insulin, protamine lispro, human	H54	Blindness and low vision	-0.005613	2e-16	0.135668	UKB
C80.1	Cancer NOS	2555	cisplatin	I26	Pulmonary embolism	-0.00568	0.002	0.01522	MIMIC-IV
B37	candidosis	1153923	clotrimazole topical product	N19	Uremia NOS	-0.00569	2e-16	0.01899	MIMIC-IV
B37	candidosis	2623	clotrimazole	N19	Uremia NOS	-0.00569	2e-16	0.01899	MIMIC-IV
I47.2	Ventricular tachycardia	11149	vasopressin (usp)	I46	Cardiac arrest	-0.005708	2e-16	0.011019	MIMIC-IV
C91.10	Chronic lymphocytic leukemia of B-cell type NOS	134547	bendamustine	N16	Pyelonephritis	-0.00574	0.002	0.0252	MIMIC-IV
I33.0	Endocarditis lenta (acute) (subacute)	733	ampicillin	I21	cardiac infarction	-0.00576	0.014	0.01159	MIMIC-IV
E83.52	Hypercalcemia	8640	prednisone	N08	Nephritis	-0.00577	2e-16	0.01928	MIMIC-IV
C91.10	Chronic lymphocytic leukemia of B-cell type NOS	134547	bendamustine	N12	Pyelitis NOS	-0.00577	0.004	0.02506	MIMIC-IV
E83.52	Hypercalcemia	8640	prednisone	J81	Pulmonary edema	-0.00579	2e-16	0.02142	MIMIC-IV
E10	Type 1 diabetes mellitus	1605101	insulin, isophane	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	352385	insulin, aspart protamine, human	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	51428	insulin, aspart, human	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	253182	insulin (human)	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	139825	insulin detemir	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	1670007	insulin degludec	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	631657	insulin human, rdna origin	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	86009	insulin lispro	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	221110	ultralente insulin, human	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	274783	insulin glargine	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	314683	insulin, zinc, human	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	400008	insulin glulisine	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	314684	insulin, protamine lispro, human	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	1605101	insulin, isophane	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	352385	insulin, aspart protamine, human	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	51428	insulin, aspart, human	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	253182	insulin (human)	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	139825	insulin detemir	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	1670007	insulin degludec	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	631657	insulin human, rdna origin	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	86009	insulin lispro	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	221110	ultralente insulin, human	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	274783	insulin glargine	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	314683	insulin, zinc, human	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	400008	insulin glulisine	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	314684	insulin, protamine lispro, human	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	1605101	insulin, isophane	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	352385	insulin, aspart protamine, human	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	51428	insulin, aspart, human	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	253182	insulin (human)	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	139825	insulin detemir	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	1670007	insulin degludec	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	631657	insulin human, rdna origin	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	86009	insulin lispro	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	221110	ultralente insulin, human	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	274783	insulin glargine	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	314683	insulin, zinc, human	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	400008	insulin glulisine	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	314684	insulin, protamine lispro, human	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	1605101	insulin, isophane	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	352385	insulin, aspart protamine, human	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	51428	insulin, aspart, human	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	253182	insulin (human)	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	139825	insulin detemir	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	1670007	insulin degludec	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	631657	insulin human, rdna origin	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	86009	insulin lispro	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	221110	ultralente insulin, human	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	274783	insulin glargine	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	314683	insulin, zinc, human	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	400008	insulin glulisine	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	314684	insulin, protamine lispro, human	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	1605101	insulin, isophane	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	352385	insulin, aspart protamine, human	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	51428	insulin, aspart, human	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	253182	insulin (human)	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	139825	insulin detemir	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	1670007	insulin degludec	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	631657	insulin human, rdna origin	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	86009	insulin lispro	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	221110	ultralente insulin, human	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	274783	insulin glargine	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	314683	insulin, zinc, human	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	400008	insulin glulisine	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	314684	insulin, protamine lispro, human	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	1605101	insulin, isophane	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	352385	insulin, aspart protamine, human	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	51428	insulin, aspart, human	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	253182	insulin (human)	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	139825	insulin detemir	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	1670007	insulin degludec	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	631657	insulin human, rdna origin	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	86009	insulin lispro	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	221110	ultralente insulin, human	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	274783	insulin glargine	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	314683	insulin, zinc, human	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	400008	insulin glulisine	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	314684	insulin, protamine lispro, human	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	1605101	insulin, isophane	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	352385	insulin, aspart protamine, human	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	51428	insulin, aspart, human	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	253182	insulin (human)	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	139825	insulin detemir	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	1670007	insulin degludec	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	631657	insulin human, rdna origin	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	86009	insulin lispro	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	221110	ultralente insulin, human	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	274783	insulin glargine	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	314683	insulin, zinc, human	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	400008	insulin glulisine	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	314684	insulin, protamine lispro, human	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	1605101	insulin, isophane	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	352385	insulin, aspart protamine, human	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	51428	insulin, aspart, human	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	253182	insulin (human)	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	139825	insulin detemir	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	1670007	insulin degludec	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	631657	insulin human, rdna origin	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	86009	insulin lispro	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	221110	ultralente insulin, human	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	274783	insulin glargine	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	314683	insulin, zinc, human	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	400008	insulin glulisine	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	314684	insulin, protamine lispro, human	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	1605101	insulin, isophane	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	352385	insulin, aspart protamine, human	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	51428	insulin, aspart, human	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
E10	Type 1 diabetes mellitus	253182	insulin (human)	K76.9	Liver disease, unspecified	-0.0058	2e-16	0.176	UKB
